Date,Price,Open,High,Low,Vol.,Change %
07-10-2021,"33,521.70","33,807.90","34,225.90","33,050.00",0.04K,-0.85%
07-09-2021,"33,807.90","32,997.60","34,083.60","32,623.00",0.06K,3.57%
07-08-2021,"32,643.40","33,796.30","33,929.50","32,118.60",0.06K,-3.41%
07-07-2021,"33,796.30","34,239.40","35,045.60","33,796.30",0.06K,-1.02%
07-06-2021,"34,144.70","33,720.40","34,800.00","33,720.40",0.06K,1.25%
07-05-2021,"33,722.70","35,313.00","35,313.00","33,609.10",0.07K,-4.50%
07-04-2021,"35,313.00","35,523.60","35,787.50","35,313.00",0.06K,1.67%
07-03-2021,"34,732.80","33,806.90","34,732.80","33,556.80",0.05K,2.74%
07-02-2021,"33,806.90","33,512.90","33,806.90","32,851.40",0.06K,0.88%
07-01-2021,"33,512.90","35,028.10","35,028.10","33,180.80",0.08K,-4.33%
06/30/2021,"35,028.10","35,928.90","35,928.90","34,294.80",0.06K,-2.51%
06/29/2021,"35,928.90","34,502.80","36,417.00","34,498.80",0.08K,4.25%
06/28/2021,"34,463.90","34,653.20","34,712.50","34,115.20",0.07K,-0.55%
06/27/2021,"34,653.20","32,225.70","34,653.20","32,225.70",0.07K,7.53%
06/26/2021,"32,225.70","31,565.30","32,225.70","30,992.40",0.10K,2.09%
06/25/2021,"31,565.30","34,667.20","34,667.20","31,565.30",0.09K,-8.95%
06/24/2021,"34,667.20","33,666.60","34,772.50","32,512.60",0.06K,2.97%
06/23/2021,"33,666.60","32,454.30","34,464.20","32,454.30",0.09K,3.74%
06/22/2021,"32,454.30","31,623.90","32,814.40","29,850.00",0.14K,2.63%
06/21/2021,"31,623.90","35,615.10","35,615.10","31,623.90",0.14K,-11.21%
06/20/2021,"35,615.10","35,523.70","35,730.60","33,368.70",0.08K,0.26%
06/19/2021,"35,523.70","35,792.50","36,220.50","35,424.50",0.05K,-0.75%
06/18/2021,"35,792.50","38,049.40","38,049.40","35,175.00",0.08K,-5.93%
06/17/2021,"38,049.40","38,327.30","39,358.80","37,683.70",0.05K,-0.73%
06/16/2021,"38,327.30","40,149.00","40,178.40","38,327.30",0.11K,-4.54%
06/15/2021,"40,149.00","40,501.50","40,501.50","39,797.20",0.33K,-0.87%
06/14/2021,"40,501.50","39,019.00","40,730.30","38,914.10",0.27K,3.80%
06/13/2021,"39,019.00","35,523.20","39,106.40","35,011.90",0.09K,9.84%
06-12-2021,"35,523.20","37,311.80","37,311.80","35,409.80",0.05K,-4.79%
06-11-2021,"37,311.80","36,609.70","37,311.80","36,176.50",0.07K,1.92%
06-10-2021,"36,609.70","37,353.10","38,198.00","36,221.50",0.25K,-1.99%
06-09-2021,"37,353.10","33,355.30","37,353.10","32,609.00",0.17K,11.99%
06-08-2021,"33,355.30","33,575.20","33,638.20","32,159.30",0.11K,-0.66%
06-07-2021,"33,575.50","35,802.80","36,637.90","33,575.50",0.30K,-6.22%
06-06-2021,"35,802.80","35,529.40","36,226.10","35,529.40",0.15K,0.77%
06-05-2021,"35,529.40","36,844.70","37,784.80","34,954.30",0.23K,-3.57%
06-04-2021,"36,844.70","39,225.90","39,225.90","36,623.80",0.62K,-6.07%
06-03-2021,"39,225.90","37,569.60","39,225.90","37,551.10",0.63K,4.41%
06-02-2021,"37,569.60","36,682.90","37,967.70","36,241.50",0.50K,2.42%
06-01-2021,"36,682.90","37,278.40","37,296.20","35,822.70",0.15K,-1.60%
05/31/2021,"37,278.40","35,644.30","37,278.40","34,221.70",0.09K,4.58%
05/30/2021,"35,644.30","34,575.90","36,213.60","34,474.10",0.06K,3.09%
05/29/2021,"34,575.90","35,673.80","36,908.90","34,038.70",0.09K,-3.08%
05/28/2021,"35,673.80","38,473.70","38,473.70","35,387.50",0.14K,-7.28%
05/27/2021,"38,473.70","39,173.10","39,986.60","37,250.00",0.11K,-1.79%
05/26/2021,"39,173.10","38,373.70","40,370.20","38,000.50",0.13K,2.08%
05/25/2021,"38,373.70","38,765.70","39,200.00","37,317.00",0.12K,-1.01%
05/24/2021,"38,765.70","34,671.90","38,765.70","34,671.90",0.15K,11.81%
05/23/2021,"34,671.90","37,498.80","37,979.60","32,552.90",0.26K,-7.54%
05/22/2021,"37,498.80","37,245.70","38,247.40","36,199.40",0.11K,0.70%
05/21/2021,"37,239.00","40,497.70","41,268.00","36,380.90",0.25K,-8.05%
05/20/2021,"40,497.70","36,699.00","41,612.70","35,537.30",0.15K,10.48%
05/19/2021,"36,655.30","42,865.80","42,865.80","36,655.30",0.47K,-14.49%
05/18/2021,"42,865.80","43,532.20","45,437.60","42,865.80",0.09K,-1.53%
05/17/2021,"43,532.20","46,409.80","46,409.80","42,953.10",0.13K,-6.20%
05/16/2021,"46,409.80","46,691.80","49,327.20","45,146.40",0.08K,-0.60%
05/15/2021,"46,691.80","49,844.50","49,844.50","46,691.80",0.06K,-6.33%
05/14/2021,"49,844.50","49,635.40","51,368.50","49,462.90",0.05K,0.42%
05/13/2021,"49,635.40","49,809.60","51,139.30","48,200.00",0.11K,-0.35%
05-12-2021,"49,809.60","56,691.90","57,814.70","49,809.60",0.10K,-12.14%
05-11-2021,"56,691.90","55,791.70","56,691.90","54,999.20",0.05K,1.61%
05-10-2021,"55,791.70","58,231.60","58,959.70","55,452.80",0.07K,-4.19%
05-09-2021,"58,231.60","58,834.30","59,043.60","57,341.10",0.06K,-1.02%
05-08-2021,"58,834.30","57,355.70","59,024.80","57,355.70",0.08K,2.58%
05-07-2021,"57,355.70","56,378.60","58,177.00","55,595.30",0.06K,1.73%
05-06-2021,"56,378.60","57,427.10","57,600.00","55,400.00",0.08K,-1.83%
05-05-2021,"57,427.10","53,036.30","57,427.10","53,036.30",0.07K,7.70%
05-04-2021,"53,319.40","57,148.00","57,148.00","53,319.40",0.08K,-6.70%
05-03-2021,"57,148.00","56,607.30","58,448.50","56,607.30",0.09K,0.96%
